symbol,announcement_date,purpose,details,attachment
ULTRACEMCO,19-Oct-2015 14:12:00,Press Release,"UltraTech Cement Limited has informed the Exchange regarding a press release dated October 19, 2015, titled ""Un-audited Financial Results for the quarter ended September 30, 2015.""",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ultratech_press_19102015141215.zip
ULTRACEMCO,19-Oct-2015 14:06:47,Financial Result Updates,UltraTech Cement Limited has submitted to the exchange the standalone & consolidated financial results along with the Limited Review Report for the period ended 30-Sep-2015.,https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRA_result_19102015140647.zip
ULTRACEMCO,13-Oct-2015 18:59:00,Updates,"UltraTech Cement Limited has informed the Exchange regarding a Conference Call on the Financial Results for the quarter ended September 30, 2015.",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/NSE_13102015185952.zip
ULTRACEMCO,30-Sep-2015 18:41:00,Trading Window,"UltraTech Cement Limited has informed the Exchange that the trading window for dealing in the securities of the Company will be closed for all Connected/ Designated Persons from  October 01, 2015 and the same will remain closed till 48 hours after the announcement of the unaudited financial results for the quarter ending  September 30, 2015, to the public.",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/AA02EE2A_30092015184115.zip
ULTRACEMCO,31-Aug-2015 08:35:00,Disclosure of Voting Pattern - Clause 35A,"UltraTech Cement Limited has informed the Exchange regarding details of Voting Results of the Annual General Meeting of the Company held on August 28, 2015 alongwith the Scrutinizers Report as per Clause 35A of the Listing Agreement.",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRACEMCO_dis35a_31082015083555.zip
ULTRACEMCO,20-Jul-2015 14:16:00,Press Release,"UltraTech Cement Limited has informed the Exchange regarding a press release dated July 20, 2015 with respect to the Unaudited financial results for the quarter ended June 30, 2015.",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/Ultra_Pr_20072015141614.zip
ULTRACEMCO,20-Jul-2015 14:07:41,Financial Result Updates,UltraTech Cement Limited has submitted to the exchange the standalone & consolidated financial results along with the Limited Review Report for the period ended 30-Jun-2015.,https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/Ukltrac_01_20072015140741.zip
ULTRACEMCO,13-Jul-2015 16:58:00,Updates,"UltraTech Cement Limited has informed the Exchange regarding a communication being sent out to Analysts regarding a Conference Call on the financial results for the quarter ended June 30, 2015.",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRACEMCO_13072015165825.zip
ULTRACEMCO,01-Jul-2015 08:28:00,Trading Window,"UltraTech Cement Limited has informed the Exchange that in terms of the Company's Code of Conduct for trading in listed or proposed to be listed securities, the trading window for dealing in the securities of the Company will be closed for all Connected/designated Persons from July 01, 2015 and the same will remain closed till 48 hours after the announcement of the unaudited financial results for the quarter ending June 30, 2015.  Accordingly, all Directors/Connected Persons/ Designated Persons of the Company have been informed not to trade in the securities of the Company during the aforesaid period of closure of trading window.",https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,10-Jun-2015 08:36:00,Disclosure of Voting Pattern - Clause 35A,"UltraTech Cement Limited has informed the Exchange vide letter dated June 09, 2015 regarding Disclosure of Voting Results of the Court Convened Meeting of Equity Shareholders of the Company held on June 08, 2015 as per the requirements of Clause 35A of the Listing Agreement.",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ultratech_35a0001_06102015083601_1.zip
ULTRACEMCO,25-Apr-2015 17:27:03,Financial Result Updates,UltraTech Cement Limited has submitted to the exchange the standalone & consolidated financial results along with the Auditors Report for the period ended 31-Mar-2015.,https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRATECH_Resul_04252015172702_.zip
ULTRACEMCO,25-Apr-2015 17:00:00,Updates,"UltraTech Cement Limited has submitted to the Exchange a copy of Investor Presentation of UltraTech Cement Limited on the Financial Results for the Quarter and Year ended March 31, 2015.",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/UTCL_01_04252015170001_1.zip
ULTRACEMCO,25-Apr-2015 14:24:00,Press Release,"UltraTech Cement Limited has informed the Exchange regarding a press release dated April 25, 2015, titled ""Financial Results for year ended 31st March, 2015"".",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRA_PR_04252015142402_1.zip
ULTRACEMCO,16-Apr-2015 16:33:00,Updates,"UltraTech Cement Limited has submitted to the Exchange a copy of communication being sent to Analysts regarding a Conference Call on the financial results for the year ended March 31, 2015.",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/Ultra_01_04162015163301_1.zip
ULTRACEMCO,31-Mar-2015 20:07:00,Trading Window,"UltraTech Cement Limited has informed the Exchange that In terms of the Company's Code of Conduct for prevention of Insider Trading, the trading window for dealing in the securities of the Company will be closed for all designated employees and directors of the company from April 01, 2015 and will open 24 hours after the announcement of financial results for the quarter and year ended March 31, 2015.  Accordingly, all designated employees and Directors of the Company have been informed not to trade in the securities of the Company during the aforesaid period of closure of trading window.",https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,23-Jan-2015 16:07:02,Financial Result Updates,UltraTech Cement Limited has submitted to the exchange the standalone & consolidated financial results along with the Limited Review Report for the period ended 31-Dec-2014.,https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRATECH_31Dec14_B_01232015160701_.zip
ULTRACEMCO,23-Jan-2015 16:05:00,Press Release,"UltraTech Cement Limited has informed the Exchange regarding a press release dated January 23, 2015 titled "" Financial Results for the Quarter ended 31st December, 2014"".",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRA_PR_01232015160501_1.zip
ULTRACEMCO,14-Jan-2015 16:46:00,Trading Window,"UltraTech Cement Limited has informed the Exchange that In terms of the Company's Code of Conduct for prevention of Insider Trading, the trading window for dealing in the securities of the Company has been closed from January 1, 2015 and will remain closed uptil 24 hours after the announcement of the financial results to the public.",https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,24-Dec-2014 23:41:00,Clarification,"The Exchange had sought clarification from UltraTech Cement Limited with respect to announcement dated December 23, 2014 regarding  UltraTech Cement Limited- acquisition of Cement Units of Jaiprakash Associates Limited .  The Company, has vide email dated December 24, 2014 has clarified as below:    a.The Board has approved the acquisition of 2 integrated Cement units of Jaiprakash Associates Limited in Madhya Pradesh as mentioned in the Press Release at an Enterprise Value of Rs. 5,400 crores.  b.The Board has also approved executing an Memorandum of Understanding (MOU), which was signed by the parties on 23rd December, 2014 after the Board meeting.   c.The transaction is subject to confirmatory due diligence, definitive agreements and regulatory approvals as may be required. ",https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,20-Oct-2014 09:03:02,Financial Result Updates,UltraTech Cement Limited has submitted to the exchange the standalone & consolidated financial results along with the Limited Review Report for the period ended 30-Sep-2014.,https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRACEMCO_30092014_B_LR_10202014090301_.zip
ULTRACEMCO,20-Oct-2014 08:26:00,Outcome of Board Meeting,"UltraTech Cement Limited has informed the Exchange that the Board of Directors of the Company at its meeting held on October 18, 2014: (1) extended the term of appointment of Mr. O. P. Puranmalka, Managing Director, for a period of one year i.e. from April 01, 2015 to March 31, 2016 and (2) appointed Mr. Atul Daga as Chief Financial Officer of the Company in place of Mr. K. C. Birla, with effect from December 01, 2014.",https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,20-Oct-2014 08:24:00,Press Release,"UltraTech Cement Limited has informed the Exchange regarding a press release dated October 18, 2014 titled ""Un-audited Financial Results for the Quarter ended 30th September, 2014"".",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRA_pr_10202014082402_1.zip
ULTRACEMCO,08-Aug-2014 16:32:00,Disclosure of Voting Pattern - Clause 35A,"UltraTech Cement Limited has informed the Exchange regarding the disclosure of voting Results of the Annual General Meeting of the Company held on August 06, 2014 as per Clause 35A of the Listing Agreement.",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ultra_dis35A_08082014163201_1.zip
ULTRACEMCO,21-Jul-2014 08:00:00,Press Release,"UltraTech Cement Limited has informed the Exchange regarding a press release dated July 19, 2014, titled ""Un-audited Financial Results for the Quarter ended 30th June, 2014"".",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRA_PR_07212014080001_1.zip
ULTRACEMCO,19-Jul-2014 13:59:03,Financial Result Updates,UltraTech Cement Limited has submitted to the exchange the standalone & consolidated financial results along with the Limited Review Report for the period ended 30-jun-2014.,https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRACEMCO_30jun2014_B_07192014135902_.zip
ULTRACEMCO,23-Apr-2014 19:28:00,Press Release,"UltraTech Cement Limited has informed the Exchange regarding a press release dated April 23, 2014, titled ""Financial Results for year ended March 31, 2014"".",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ultratech_result_04232014192802_1.zip
ULTRACEMCO,23-Apr-2014 18:39:00,"Results Update, Year  ended 31-MAR-2014 (Consolidated)",UltraTech Cement Limited has informed the Exchange regarding the consolidated Results for the year ended on 31-MAR-2014 as follows: Net Sales of Rs. 2144372 lacs for year ending on 31-MAR-2014 against Rs. 2115612 lacs for the year ending on 31-MAR-2013. Net Profit / (Loss) of Rs. 220603 lacs for the year ending on 31-MAR-2014 against Rs. 267773 lacs for the year ending on 31-MAR-2013. ,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,23-Apr-2014 18:39:00,"Results Update, Year  ended 31-MAR-2014 (Standalone)",UltraTech Cement Limited has informed the Exchange regarding the standalone Results for the year ended on 31-MAR-2014 as follows: Net Sales of Rs. 2007788 lacs for year ending on 31-MAR-2014 against Rs. 2001794 lacs for the year ending on 31-MAR-2013. Net Profit / (Loss) of Rs. 2144372 lacs for the year ending on 31-MAR-2014 against Rs. 265543 lacs for the year ending on 31-MAR-2013. ,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,23-Apr-2014 18:35:02,Financial Result Updates,UltraTech Cement Limited has submitted to the exchange the standalone & consolidated financial results for the period ended 31-Mar-2014.,https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ultratech_results_04232014183502_.zip
ULTRACEMCO,23-Apr-2014 18:35:00,"Results Update, Quarter  ended 31-MAR-2014 (Standalone)",UltraTech Cement Limited has informed the Exchange regarding the standalone Results for the quarter ended on 31-MAR-2014 as follows: Net Sales of Rs. 583187 lacs for the quarter ending on 31-MAR-2014 against Rs. 538921 lacs for the quarter ending on 31-MAR-2013. Net Profit / (Loss) of of Rs. 83800 lacs for the quarter ending on 31-MAR-2014 against Rs. 72620 lacs for the quarter ending on 31-MAR-2013.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,21-Jan-2014 18:20:00,Disclosure of Voting Pattern - Clause 35A,"UltraTech Cement Limited has informed the Exchange regarding Details of Voting Results of the Court Convened Meeting of Equity Shareholders of the Company held on January 20, 2014, under Clause 35A.",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ultratech_01212014182002_1.zip
ULTRACEMCO,20-Jan-2014 12:52:00,Press Release,"UltraTech Cement Limited has informed the Exchange regarding a press release dated January 20, 2014, titled ""Financial Results for the Quarter ended 31st December, 2013"".",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRATECH_pr_20012014_01202014125202_2.zip
ULTRACEMCO,20-Jan-2014 12:51:00,"Results Update, Quarter  ended 31-DEC-2013 (Standalone)",UltraTech Cement Limited has informed the Exchange regarding the standalone Results for the quarter ended on 31-DEC-2013 as follows: Net Sales of Rs. 478637 lacs for the quarter ending on 31-DEC-2013 against Rs. 450210 lacs and Rs. 485740 lacs for the quarters ending on 30-SEP-2013 and 31-DEC-2012 respectively. Net Profit / (Loss) of Rs. 36976 lacs for the quarter ending on 31-DEC-2013 against Rs. 26411 lacs and Rs. 60081 lacs for the quarters ending on 30-SEP-2013 and 31-DEC-2012 respectively.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,20-Jan-2014 12:47:02,Financial Result Updates,UltraTech Cement Limited has submitted to the exchange the standalone financial results for the period ended 31-dec-2013.,https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRACEMCO_31dec2013_S_01202014124701_.zip
ULTRACEMCO,21-Oct-2013 09:51:02,Financial Result Updates,UltraTech Cement Limited has submitted to the exchange the standalone financial results for the period ended 30-sep-2013.,https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRACEMCO_30sep2013_S.zip
ULTRACEMCO,21-Oct-2013 08:32:00,Press Release,"UltraTech Cement Limited has informed the Exchange regarding a press release dated October 19, 2013 , titled ""Un-audited Financial Results for the Quarter ended September 30, 2013"". ",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/Ultratech_pr_19102013_10212013083201_1.zip
ULTRACEMCO,02-Aug-2013 13:00:00,Disclosure of Voting Pattern - Clause 35A,"UltraTech Cement Limited has informed the Exchange regarding the details of Voting Results at the Annual General Meeting of the Company held on July 30, 2013, under Clause 35A of the Listing Agreement.",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRATECH_disc35A_02082013.zip
ULTRACEMCO,29-Jul-2013 14:12:00,Press Release,"UltraTech Cement Limited has informed the Exchange regarding a press release dated July 29, 2013 , titled ""Un-audited Financial Results for the Quarter ended 30th June, 2013"".",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/UTratechcem_pr_29072013_07292013141203_3.zip
ULTRACEMCO,29-Jul-2013 14:10:31,Financial Result Updates,"UltraTech Cement Limited has submitted to the Exchange the Standalone Financial Results along with the Limited Review Report for the period ended June 30, 2013.",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRACEMCO_30JUN2013_S_Q1.zip
ULTRACEMCO,29-Jul-2013 14:07:00,"Results Update, Quarter ended, 30-JUN-2013 (Standalone)",UltraTech Cement Limited has informed the Exchange regarding the standalone Results for the quarter ended on 30-JUN-2013 as follows: Net Sales of Rs. 495754 lacs for the quarter ending on 30-JUN-2013 against Rs. 507476 lacs for the quarter ending on 30-JUN-2012. Net Profit / (Loss) of of Rs. 67260 lacs for the quarter ending on 30-JUN-2013 against Rs. 77839 lacs for the quarter ending on 30-JUN-2012.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,22-Apr-2013 15:20:00,Press Release,"UltraTech Cement Limited has informed the Exchange regarding a press release dated April 22, 2013, titled ""Financial Results for year ended 31st March, 2013"".",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRTECH_pr_22042013_04222013152001_1.zip
ULTRACEMCO,22-Apr-2013 15:11:00,"Results Update, Year ended, 31-MAR-2013 (Standalone)",UltraTech Cement Limited has informed the Exchange regarding the standalone Results for the year ended on 31-MAR-2013 as follows: Net Sales of Rs. 2001794 lacs for year ending on 31-MAR-2013 against Rs. 1816638 lacs for the year ending on 31-MAR-2012. Net Profit / (Loss) of Rs. 265543 lacs for the year ending on 31-MAR-2013 against Rs. 244619 lacs for the year ending on 31-MAR-2012.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,22-Apr-2013 15:08:00,"Results Update, Year ended, 31-MAR-2013 (Consolidated)",UltraTech Cement Limited has informed the Exchange regarding the consolidated Results for the year ended on 31-MAR-2013 as follows: Net Sales of Rs. 2115612 lacs for year ending on 31-MAR-2013 against Rs. 1908556 lacs for the year ending on 31-MAR-2012. Net Profit / (Loss) of Rs. 267773 lacs for the year ending on 31-MAR-2013 against Rs. 240326 lacs for the year ending on 31-MAR-2012.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,22-Apr-2013 15:06:00,"Results Update, Quarter ended, 31-MAR-2013 (Standalone)",UltraTech Cement Limited has informed the Exchange regarding the standalone Results for the quarter ended on 31-MAR-2013 as follows: Net Sales of Rs. 538921 lacs for the quarter ending on 31-MAR-2013 against Rs. 533659 lacs for the quarter ending on 31-MAR-2012. Net Profit / (Loss) of of Rs. 72620 lacs for the quarter ending on 31-MAR-2013 against Rs. 86732 lacs for the quarter ending on 31-MAR-2012.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,22-Apr-2013 15:02:50,Financial Result Updates,"UltraTech Cement Limited has submitted to the Exchange the Standalone and Consolidated Financial Results for the period ended March 31,2013.",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRACEMCO_31MAR2013_B_Q4A.zip
ULTRACEMCO,21-Jan-2013 09:26:00,Press Release,"Ultratech Cement Limited has informed the Exchange regarding a press release dated January 19, 2013, titled ""Financial Results for the Quarter ended 31st December,2012"".",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRACEMCO_PR01_21012013.zip
ULTRACEMCO,19-Jan-2013 16:32:36,Financial Result Updates,"UltraTech Cement Limited has submitted to the Exchange the Standalone Financial Results for the period ended December 31,2012.",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRACEMCO_31DEC2012_S_Q3.zip
ULTRACEMCO,20-Oct-2012 14:21:00,"Results Update, Quarter ended, 30-SEP-2012 (Standalone)",UltraTech Cement Limited has informed the Exchange regarding the standalone Results for the quarter ended on 30-SEP-2012 as follows: Net Sales of Rs. 469957 lacs for the quarter ending on 30-SEP-2012 against Rs. 507476 lacs and Rs. 390975 lacs for the quarters ending on 30-JUN-2012 and 30-SEP-2011 respectively. Net Profit / (Loss) of Rs. 55003 lacs for the quarter ending on 30-SEP-2012 against Rs. 77839 lacs and Rs. 27890 lacs for the quarters ending on 30-JUN-2012 and 30-SEP-2011 respectively.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,20-Oct-2012 13:22:00,Press Release,"Ultratech Cement Limited has informed the Exchange regarding a press release dated October 20, 2012, titled ""Un-audited Financial Results for the Quarter ended 30th September, 2012"".",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRACEMCO_pr_20102012.zip
ULTRACEMCO,20-Oct-2012 13:15:43,Financial Result Updates,"UltraTech Cement Limited has submitted to the Exchange the Standalone Financial Results for the period ended September 30,2012.",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRACEMCO_30SEP2012_S_Q2.zip
ULTRACEMCO,31-Aug-2012 19:38:00,Disclosure of Voting Pattern - Clause 35A,"Ultratech Cement Limited has informed the Exchange regarding the Voting Results of the Annual General Meeting of the Company held on August 30, 2012 as per the requirements of Clause 35A of the Listing Agreement.",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRATRECH_CL35A_31082012.zip
ULTRACEMCO,23-Jul-2012 11:26:00,Press Release,"Ultratech Cement Limited has informed the Exchange regarding a press release dated July 20, 2012, titled ""Un-audited Financial Results for the Quarter ended 30th June, 2012"".",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRATECH_pr_23072012.ZIP
ULTRACEMCO,20-Jul-2012 17:08:52,Financial Result Updates,"UltraTech Cement Limited has submitted to the Exchange the Standalone Financial Results for the period ended June 30,2012.",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRACEMCO_30JUN2012_S_Q1.zip
ULTRACEMCO,23-Apr-2012 18:56:00,Press Release,"Ultratech Cement Limited has informed the Exchange regarding a press release dated April 23, 2012, titled ""Financial Results for year ended 31st March, 2012"".",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRATECH_pr_23042012.zip
ULTRACEMCO,23-Apr-2012 18:54:00,"Results Update, Year ended, 31-MAR-2012 (Consolidated)",UltraTech Cement Limited has informed the Exchange regarding the consolidated Results for the year ended on 31-MAR-2012 as follows: Net Sales of Rs. 1908556 lacs for year ending on 31-MAR-2012 against Rs. 1369115 lacs for the year ending on 31-MAR-2011. Net Profit / (Loss) of Rs. 240326 lacs for the year ending on 31-MAR-2012 against Rs. 136735 lacs for the year ending on 31-MAR-2011.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,23-Apr-2012 18:51:00,"Results Update, Year ended, 31-MAR-2012 (Standalone)",UltraTech Cement Limited has informed the Exchange regarding the standalone Results for the year ended on 31-MAR-2012 as follows: Net Sales of Rs. 1816638 lacs for year ending on 31-MAR-2012 against Rs. 1320991 lacs for the year ending on 31-MAR-2011. Net Profit / (Loss) of Rs. 244619 lacs for the year ending on 31-MAR-2012 against Rs. 140423 lacs for the year ending on 31-MAR-2011.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,23-Apr-2012 18:42:34,Financial Result Updates,"UltraTech Cement Limited has submitted to the Exchange the Standalone and Consolidated Financial Results for the period ended March 31,2012.",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRACEMCO_31MAR2012_B_Q4A.zip
ULTRACEMCO,23-Jan-2012 09:04:00,Press Release,"Ultratech Cement Limited has informed the Exchange regarding a press release dated January 21, 2012, titled ""Financial Results for the Quarter ended 31st December,2011"".",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRATECH_pr_23012012.zip
ULTRACEMCO,23-Jan-2012 09:01:23,Financial Result Updates,"UltraTech Cement Limited has submitted to the Exchange the Standalone Financial Results for the period ended December 31,2011.",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRACEMCO_31DEC2011_S_Q3.zip
ULTRACEMCO,20-Oct-2011 12:48:22,Financial Result Updates,"UltraTech Cement Limited has submitted to the Exchange the Standalone Financial Results for the period ended September 30,2011.",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRACEMCO_30SEP2011_S_Q2H.zip
ULTRACEMCO,20-Oct-2011 12:46:00,Press Release,"Ultratech Cement Limited has informed the Exchange regarding a press release dated October 20, 2011, titled ""Financial Results for the Quarter ended 30th September, 2011"".",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/UltraTech_pr_20102011.zip
ULTRACEMCO,20-Oct-2011 12:43:00,"Results Update, Quarter ended, 30-SEP-2011 (Standalone)",UltraTech Cement Limited has informed the Exchange regarding the standalone Results for the quarter ended on 30-SEP-2011 as follows: Net Sales of Rs. 390975 lacs for quarter ending on 30-SEP-2011 against Rs. 321470 lacs for the quarter ending on 30-SEP-2010. Net Profit / (Loss) of Rs. 27890 lacs for the quarter ending on 30-SEP-2011 against Rs. 11577 lacs for the quarter ending on 30-SEP-2010.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,27-Jul-2011 13:18:00,Press Release,"Ultratech Cement Limited has informed the Exchange regarding a press release dated July 27, 2011, titled ""Financial Results for the Quarter ended 30th June, 2011"".",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRATECH_pr_27072011.zip
ULTRACEMCO,27-Jul-2011 13:13:54,Financial Result Updates,"UltraTech Cement Limited has submitted to the Exchange the Standalone Financial Results for the period ended June 30,2011.",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRACEMCO_30JUN2011_S_Q1.zip
ULTRACEMCO,27-Jul-2011 13:13:00,"Results Update, Quarter ended, 30-JUN-2011 (Standalone)",UltraTech Cement Limited has informed the Exchange regarding the standalone Results for the quarter ended on 30-JUN-2011 as follows: Net Sales of Rs. 436536 lacs for quarter ending on 30-JUN-2011 against Rs. 178984 lacs for the quarter ending on 30-JUN-2010. Net Profit / (Loss) of Rs. 68311 lacs for the quarter ending on 30-JUN-2011 against Rs. 24273 lacs for the quarter ending on 30-JUN-2010.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,26-Apr-2011 13:40:00,Press Release,"Ultratech Cement Limited has informed the Exchange regarding a press release dated  April 26, 2011  titled ""Financial Results for year ended March 31, 2011"".  ",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRA_PR_26042011.zip
ULTRACEMCO,26-Apr-2011 13:39:00,"Results Update, Year ended, 31-MAR-2011 (Consolidated)",UltraTech Cement Limited has informed the Exchange regarding the consolidated Results for the year ended on 31-MAR-2011 as follows: Net Sales of Rs. 1369115 lacs for year ending on 31-MAR-2011 against Rs. 717507 lacs for the year ending on 31-MAR-2010. Net Profit / (Loss) of Rs. 136735 lacs for the year ending on 31-MAR-2011 against Rs. 109520 lacs for the year ending on 31-MAR-2010.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,26-Apr-2011 13:37:18,Financial Result Updates,"UltraTech Cement Limited has submitted to the Exchange the Standalone and Consolidated Financial Results for the period ended March 31,2011.",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRACEMCO_31MAR2011_B_Q4A.zip
ULTRACEMCO,26-Apr-2011 13:37:00,"Results Update, Year ended, 31-MAR-2011 (Standalone)",UltraTech Cement Limited has informed the Exchange regarding the standalone Results for the year ended on 31-MAR-2011 as follows: Net Sales of Rs. 1320991 lacs for year ending on 31-MAR-2011 against Rs. 704968 lacs for the year ending on 31-MAR-2010. Net Profit / (Loss) of Rs. 140423 lacs for the year ending on 31-MAR-2011 against Rs. 109324 lacs for the year ending on 31-MAR-2010.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,25-Jan-2011 12:39:00,Press Release,"Ultratech Cement Limited has informed the Exchange regarding a press release dated January 25, 2011, titled ""UltraTech Cement Announces Results for the Quarter ended 31st December, 2010"".",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/Ultratech_PR1_25012011.zip
ULTRACEMCO,25-Jan-2011 12:37:00,"Results Update, Quarter ended, 31-DEC-2010 (Standalone)",UltraTech Cement Limited has informed the Exchange regarding the standalone Results for the quarter ended on 31-DEC-2010 as follows: Net Sales of Rs. 371524 lacs for quarter ending on 31-DEC-2010 against Rs. 165181 lacs for the quarter ending on 31-DEC-2009. Net Profit / (Loss) of Rs. 31896 lacs for the quarter ending on 31-DEC-2010 against Rs. 19603 lacs for the quarter ending on 31-DEC-2009.,https://nsearchives.nseindia.com/corporate/-
ULTRACEMCO,25-Jan-2011 12:35:37,Financial Result Updates,"UltraTech Cement Limited has submitted to the Exchange the Standalone Financial Results for the period ended December 31,2010.",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRACEMCO_31DEC2010_S_Q3.zip
ULTRACEMCO,26-Oct-2010 12:56:00,Press Release,"Ultratech Cement Limited has informed the Exchange regarding a press release dated October 26, 2010, titled ""UltraTech Cement Announces Results for the Quarter ended 30th September, 2010"".",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRACEM_PR_26102010.zip
ULTRACEMCO,26-Oct-2010 12:54:32,Financial Result Updates,"UltraTech Cement Limited has submitted to the Exchange the Standalone Financial Results for the period ended September 30,2010.",https://nsearchives.nseindia.com/corporate/https://nsearchives.nseindia.com/corporate/ULTRACEMCO_30SEP2010_S_Q2H.zip
ULTRACEMCO,26-Oct-2010 12:51:00,"Results Update, Quarter ended, 30-SEP-2010 (Standalone)",UltraTech Cement Limited has informed the Exchange regarding the standalone Results for the quarter ended on 30-SEP-2010 as follows: Net Sales of Rs. 321470 lacs for quarter ending on 30-SEP-2010 against Rs. 154081 lacs for the quarter ending on 30-SEP-2009. Net Profit / (Loss) of Rs. 11577 lacs for the quarter ending on 30-SEP-2010 against Rs. 25090 lacs for the quarter ending on 30-SEP-2009.,https://nsearchives.nseindia.com/corporate/-
