bm_date,bm_purpose,bm_desc,attachment
24-Apr-2023 15:16:16,Outcome of Board Meeting,"Bank of Maharashtra has informed the Exchange regarding  Board meeting held on April 24, 2023. wherein following agenda have been approved1) Audited Financial Results (Standalone and Consolidated) of the Bank for the Quarter / Financial year ended 31st March, 2023.2) Recommended a dividend of Rs. 1.30 per equity share of Rs. 10/- each fully paid up (i.e. 13 %) out of the net profits for the year ended March 31, 2023, subject to the approval of the shareholders at the ensuing Annual General Meeting ( AGM ) of the Bank.3) Raising of Capital upto Rs. 7,500/- crore through Follow-on Public Offer (FPO) / Rights issue / Qualified Institutional Placement (QIP) issue, Preferential issue or any other mode or combination thereof and / or through issue of BASEL III Bonds or such other securities as may be permitted under applicable laws etc., subject to the necessary approvals.",https://nsearchives.nseindia.com/corporate/MAHABANK_24042023151616_OutcomeofBoardMeeting240023_signed.pdf
24-Apr-2023 13:45:03,Financial Result Updates,"Bank of Maharashtra has submitted to the Exchange, the financial results for the period ended March 31, 2023.",https://nsearchives.nseindia.com/corporate/OutcomeofBoardMeeting240023_signed_24042023134503.pdf
16-Jan-2023 13:02:36,Outcome of Board Meeting,"Bank of Maharashtra has informed the Exchange regarding Outcome of Board Meeting held on January 16, 2023.",https://nsearchives.nseindia.com/corporate/MAHABANK_16012023130236_Dec2022Results_16012023.pdf
16-Jan-2023 12:58:18,Financial Result Updates,"Bank of Maharashtra has submitted to the Exchange, the financial results for the period ended December 31, 2022.",https://nsearchives.nseindia.com/corporate/Dec2022Results_16012023_16012023125818.pdf
17-Oct-2022 13:30:21,Outcome of Board Meeting,Bank of Maharashtra  has informed the Exchange about Board Meeting held on 17-Oct-2022 to consider financial statements for the period ended September 2022,https://nsearchives.nseindia.com/corporate/MAHABANK_17102022133021_Results_30092022.pdf
18-Jul-2022 13:32:18,Outcome of Board Meeting,Bank of Maharashtra  has informed the Exchange about Board Meeting held on 18-Jul-2022 to consider financial statements for the period ended June 2022,https://nsearchives.nseindia.com/corporate/MAHABANK_18072022133218_June2022Results.pdf
25-May-2022 17:54:07,Outcome of Board Meeting,"Bank of Maharashtra  has informed the Exchange about Board Meeting held on 25-May-2022 to consider Dividend and Revised Audited Financial Results (Standalone and Consolidated) of the Bank for the Quarter / Financial year ended 31st March, 2022 consequent to the dividend recommended by Board.",https://nsearchives.nseindia.com/corporate/MAHABANK_25052022175355_RevisedFinancialResults_31032022.pdf
22-May-2022 13:21:11,General updates,Bank of Maharashtra has informed the Exchange about Update of Board Meeting,https://nsearchives.nseindia.com/corporate/MAHABANK_22052022132106_UpdateonBoardmeetingtoSE_22052022.pdf
28-Apr-2022 14:00:42,Financial Result Updates,"Bank of Maharashtra has submitted to the Exchange, the financial results for the period ended March 31, 2022.",https://nsearchives.nseindia.com/corporate/Results_31032022_28042022140042.pdf
28-Apr-2022 13:43:45,Outcome of Board Meeting,Bank of Maharashtra  has informed the Exchange about Board Meeting held on 28-Apr-2022 to consider financial statements for the period ended March 2022 and Fund raising,https://nsearchives.nseindia.com/corporate/MAHABANK_28042022134343_Results_31032022.pdf
21-Apr-2022 16:49:03,Newspaper Advertisements,Bank of Maharashtra has informed the Exchange about Newspaper Advertisements - Notice of Board meeting of Bank to be held on 28.04.2022.,https://nsearchives.nseindia.com/corporate/MAHABANK_21042022164855_NewspaperBoardmeetingNotice_21042022.pdf
20-Jan-2022 13:07:03,Financial Result Updates,"Bank of Maharashtra has submitted to the Exchange, the financial results for the period ended December 31, 2021.",https://nsearchives.nseindia.com/corporate/Results_31122021_20012022130703.pdf
21-Oct-2021 12:14:15,Financial Result Updates,"Bank of Maharashtra has submitted to the Exchange, the financial results for the period ended September 30, 2021.",https://nsearchives.nseindia.com/corporate/Results_30092021_21102021121415.pdf
16-Oct-2021 13:36:11,Copy of Newspaper Publication,"Bank of Maharashtra has informed the Exchange about Copy of Newspaper Publication    Notice of Board meeting to be held on 21st October, 2021.",https://nsearchives.nseindia.com/corporate/MAHABANK_16102021133611_BMNotice_newspaper_SE_16102021.pdf
22-Jul-2021 13:09:39,Financial Result Updates,"Bank of Maharashtra has submitted to the Exchange, the financial results for the period ended June 30, 2021.",https://nsearchives.nseindia.com/corporate/RESULT_0001_22072021130939.pdf
10-May-2021 13:53:46,Reply to Clarification- Financial results,"The Exchange had sought clarification from Bank of Maharashtra for the quarter ended 31-Mar-2021 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015.  On basis of above the Company was required to clarify the following:     -1. Financial results submitted is not as per format prescribed by SEBI  The response of the Company is enclosed.",https://nsearchives.nseindia.com/corporate/MAHABANK_10052021135346_ClarificationonResultstoNSE_06052021.pdf
04-May-2021 18:28:55,Clarification - Financial Results,"The Exchange has sought clarification from Bank of Maharashtra for the quarter ended 31-Mar-2021 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015.  On basis of above the Company is required to clarify the following:    -1. Financial results submitted is not as per format prescribed by SEBI  The response of the Company is awaited.",-
29-Apr-2021 15:09:51,Financial Result Updates,"Bank of Maharashtra has submitted to the Exchange, the financial results for the period ended March 31, 2021.",https://nsearchives.nseindia.com/corporate/BOMResults_31032021_29042021150951.pdf
26-Apr-2021 18:10:36,Copy of Newspaper Publication,Bank of Maharashtra has informed the Exchange about Copy of Newspaper Publication regarding Notice of Board Meeting of Bank to be held on 29.04.2021.,https://nsearchives.nseindia.com/corporate/MAHABANK_26042021181036_Newspaper_BMNotice_26042021.pdf
19-Jan-2021 12:34:38,Financial Result Updates,"Bank of Maharashtra has submitted to the Exchange, the financial results for the period ended December 31, 2020.",https://nsearchives.nseindia.com/corporate/Dec2020_Results__19012021123438.zip
19-Oct-2020 13:13:39,Financial Result Updates,"Bank of Maharashtra has submitted to the Exchange, the financial results for the period ended September 30, 2020.",https://nsearchives.nseindia.com/corporate/Results_30092020_19102020131339.zip
23-Jul-2020 16:18:46,Financial Result Updates,"Bank of Maharashtra has submitted to the Exchange, the financial results for the period ended June 30, 2020.",https://nsearchives.nseindia.com/corporate/BomResult30062020_23072020161846.zip
10-Jul-2020 13:55:00,Updates,"Bank of Maharashtra has informed the Exchange regarding 'Outcome of Board Meeting of Bank held on 10th July, 2020'.",https://nsearchives.nseindia.com/corporate/MAHABANK_10072020135504_BMOutcome10072020.pdf
07-Jul-2020 13:50:00,Updates,"Bank of Maharashtra has informed the Exchange regarding 'Notice of Board Meeting to be held on 10th July, 2020'.",https://nsearchives.nseindia.com/corporate/MAHABANK_07072020135031_BMNotice_07072020.pdf
16-Jun-2020 16:32:12,Financial Result Updates,"Bank of Maharashtra has submitted to the Exchange, the financial results for the period ended March 31, 2020.",https://nsearchives.nseindia.com/corporate/RESULT31032020_16062020163212.zip
20-Jan-2020 13:42:53,Financial Result Updates,"Bank of Maharashtra has submitted to the Exchange, the financial results for the period ended December 31, 2019.",https://nsearchives.nseindia.com/corporate/202001201335_20012020134253.zip
22-Oct-2019 15:04:00,Financial Results Updates,"Bank of Maharashtra has submitted to the Exchange a copy of revised Unaudited (Reviewed) Standalone Financial Results of the Bank for the Second Quarter & Half year ended September 30, 2019.",https://nsearchives.nseindia.com/corporate/listcontract1_221020191527_RevisedSFR30092019_183.pdf
22-Oct-2019 13:45:17,Financial Result Updates,"Bank of Maharashtra has submitted to the Exchange, the financial results for the period ended September 30, 2019.",https://nsearchives.nseindia.com/corporate/FRSept2019_22102019134517.zip
29-Jul-2019 13:59:44,Financial Result Updates,"Bank of Maharashtra has submitted to the Exchange, the financial results for the period ended June 30, 2019.",https://nsearchives.nseindia.com/corporate/June2019results_29072019135944.zip
13-May-2019 17:54:00,Reply to Clarification- Financial results,"The Exchange had sought clarification from Bank of Maharashtra with respect to Non-compliance as per Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015.  On basis of above the Company was required to clarify the following:     -1. Consolidated audited review report not submitted.  -2. Consolidated Balance sheet statement not submitted  -3. The company has not submitted the Statement of Modified Opinion or in case of unmodified opinion(s), a declaration to that effect to the Stock Exchange.  The response of the Company is enclosed.",https://nsearchives.nseindia.com/corporate/MAHABANK_08052019175423_LettertoNSE08052019_396.pdf
08-May-2019 14:25:00,Clarification - Financial Results,"��The Exchange had sought clarification from Bank of Maharashtra with respect to Non-compliance as per Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company was required to clarify the following: -1. Consolidated audited review report not submitted. -2. Consolidated Balance sheet statement not submitted -3. The company has not submitted the Statement of Modified Opinion or in case of unmodified opinion(s), a declaration to that effect to the Stock Exchange. The response of the Company is attached.",https://nsearchives.nseindia.com/corporate/zrizvi_85201914245_LettertoNSE06052019_092.pdf
02-May-2019 19:03:00,Clarification - Financial Results,"The Exchange has sought clarification from Bank of Maharashtra with respect to Non-compliance as per Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015.  On basis of above the Company is required to clarify the following:    -1. Consolidated audited review report not submitted.  -2. Consolidated Balance sheet statement not submitted  -3. The company has not submitted the Statement of Modified Opinion or in case of unmodified opinion(s), a declaration to that effect to the Stock Exchange.  The response of the Company is awaited.",-
30-Apr-2019 09:55:00,Outcome of Board Meeting,"Bank of Maharashtra has informed the Exchange regarding Outcome of Board Meeting held on April 29, 2019.",https://nsearchives.nseindia.com/corporate/listcontract3_30042019095331_MarchResults31032019_068.pdf
29-Apr-2019 13:43:06,Financial Result Updates,"Bank of Maharashtra has submitted to the Exchange, the financial results for the period ended March 31, 2019.",https://nsearchives.nseindia.com/corporate/MarchResults31032019_29042019134306.zip
18-Apr-2019 20:48:00,Updates,Bank of Maharashtra has informed the Exchange regarding 'Notice of Board Meeting'.,https://nsearchives.nseindia.com/corporate/MAHABANK_18042019204722_NoticeofBM18042019_398.pdf
26-Feb-2019 18:52:00,Updates,"Bank of Maharashtra has informed the Exchange regarding 'Outcome of Board Meeting of Bank held on 26th February, 2019'.",https://nsearchives.nseindia.com/corporate/MAHABANK_26022019185122_OutcomeofBM26022019_250.pdf
23-Jan-2019 13:53:29,Financial Result Updates,"Bank of Maharashtra has submitted to the Exchange, the financial results for the period ended December 31, 2018.",https://nsearchives.nseindia.com/corporate/Dec2018results_23012019135329.zip
04-Jan-2019 20:09:00,Clarification,"MAHABANK:The Exchange has sought clarification from Bank of Maharashtra with respect to announcement dated 04-Jan-2019, regarding "" Bank of Maharashtra has informed the Exchange regarding 'Outcome of Board Meeting '. On basis of above the Company is required to clarify following: The response of the Company is awaited.",-
04-Jan-2019 14:22:00,Updates,Bank of Maharashtra has informed the Exchange regarding 'Outcome of Board Meeting '.,https://nsearchives.nseindia.com/corporate/MAHABANK_04012019142117_Outcomebm_059.pdf
03-Dec-2018 13:40:00,Reply to Clarification Sought,"MAHABANK:The Exchange had sought clarification from Bank of Maharashtra with respect to announcement dated 29-Nov-2018, regarding "" Bank of Maharashtra has informed the Exchange regarding 'Outcome of Board Meeting of Bank held on 29.11.2018.'."". The response of the Bank is attached.",https://nsearchives.nseindia.com/corporate/Mchheda_3122018133812_Clarificationreplytonse_161.pdf
30-Nov-2018 20:43:00,Clarification,"MAHABANK:The Exchange has sought clarification from Bank of Maharashtra with respect to announcement dated 29-Nov-2018, regarding "" Bank of Maharashtra has informed the Exchange regarding 'Outcome of Board Meeting of Bank held on 29.11.2018.'."".  On basis of above the Company is required to clarify following: 1. Diluted earnings per share pursuant to issue of equity shares on exercise of options.<br> 2. Subsequent changes or cancellation or exercise of such options;<br> 3. Brief details of significant terms;<br> 4. Variation of terms of options<br> 5. Options lapsed;<br> 6. The total number of shares arising as a result of exercise of option;<br> 7. Money realized by exercise of options;<br> 8. Options exercised;<br> 9. Time within which option may be exercised;<br> 10. Options vested;<br> 11. Pricing formula;<br> 12. Total number of shares covered by these options;<br> 13. Whether  the  scheme  is  in  terms  of  SEBI  (SBEB)  Regulations,  2014  (if applicable);<br> 14. Brief details of options granted<br>   The response of the Company is awaited.",-
29-Nov-2018 14:13:00,Updates,Bank of Maharashtra has informed the Exchange regarding 'Outcome of Board Meeting of Bank held on 29.11.2018.'.,https://nsearchives.nseindia.com/corporate/MAHABANK_29112018141236_201811291355_089.pdf
26-Nov-2018 13:32:00,Updates,Bank of Maharashtra has informed the Exchange regarding 'Notice of Board Meeting of Bank to be held on 29.11.2018'.,https://nsearchives.nseindia.com/corporate/MAHABANK_26112018133124_IntimationtoSEESPS_077.pdf
30-Oct-2018 13:06:51,Financial Result Updates,"Bank of Maharashtra has submitted to the Exchange, the financial results for the period ended September 30, 2018.",https://nsearchives.nseindia.com/corporate/Sept2018Results_30102018130651.zip
03-Aug-2018 14:20:10,Financial Result Updates,"Bank of Maharashtra has submitted to the Exchange, the financial results for the period ended June 30, 2018.",https://nsearchives.nseindia.com/corporate/June18Results_03082018142010.zip
15-May-2018 14:51:00,Reply to Clarification- Financial results,"The Exchange had sought clarification from Bank of Maharashtra with respect to Non-compliance as per Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company was required to clarify the following: -1. Consolidated Balance sheet statement not submitted. The response of the Company is enclosed.",https://nsearchives.nseindia.com/corporate/NSEConsoBS31032018_15052018145127.zip
09-May-2018 18:27:00,Clarification - Financial Results,"The Exchange has sought clarification from Bank of Maharashtra with respect to Non-compliance as per Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company is required to clarify the following: -1. Consolidated Balance sheet statement not submitted. The response of the Company is awaited.",-
07-May-2018 10:26:45,Financial Result Updates,"Bank of Maharashtra has submitted to the Exchange, the financial results for the period ended March 31, 2018.",https://nsearchives.nseindia.com/corporate/March2018Results_07052018102645.zip
04-May-2018 15:13:00,Outcome of Board Meeting,"Bank of Maharashtra has informed the Exchange regarding Outcome of Board Meeting held on May 04, 2018.",https://nsearchives.nseindia.com/corporate/MAH_01_04052018151333.zip
06-Feb-2018 13:21:00,Outcome of Board Meeting,"Bank of Maharashtra has informed the Exchange regarding Outcome of Board Meeting held on February 06, 2018.",https://nsearchives.nseindia.com/corporate/Dec2017revised_06022018132140_202.zip
06-Feb-2018 12:50:07,Financial Result Updates,"Bank of Maharashtra has submitted to the Exchange, the financial results for the period ended December 31, 2017.",https://nsearchives.nseindia.com/corporate/ResultsDec2017_06022018125007.zip
31-Jan-2018 17:08:00,Updates,"Bank of Maharashtra has informed the Exchange regarding 'Outcome of Board Meeting of Bank held on 31st January, 2018.'.",https://nsearchives.nseindia.com/corporate/InitimationtoSE31012018_31012018170808_072.zip
03-Jan-2018 17:24:00,Updates,"Bank of Maharashtra has informed the Exchange regarding 'Outcome of Board Meeting of Bank held on 03rd January, 2018'.",https://nsearchives.nseindia.com/corporate/BMOutcome03012018_03012018172447_203.zip
10-Nov-2017 13:05:05,Financial Result Updates,"Bank of Maharashtra has submitted to the Exchange, the financial results for the period ended September 30, 2017.",https://nsearchives.nseindia.com/corporate/MAHABANK_10112017130505.zip
31-Jul-2017 14:49:40,Financial Result Updates,"Bank of Maharashtra has submitted to the Exchange, the financial results for the period ended June 30, 2017.",https://nsearchives.nseindia.com/corporate/June2017Results_31072017144940.zip
31-Jul-2017 14:27:00,Financial Results Updates,"Bank of Maharashtra has submitted to the Exchange a copy of Unaudited Financial Results of the Bank for the Quarter ended June 30, 2017",https://nsearchives.nseindia.com/corporate/June2017Results_31072017142733_340.zip
04-May-2017 14:32:00,Outcome of Board Meeting,"Bank of Maharashtra has informed the Exchange regarding Outcome of Board Meeting held on May 04, 2017.",https://nsearchives.nseindia.com/corporate/MAHBANK_04052017143225.zip
04-May-2017 14:00:27,Financial Result Updates,"Bank of Maharashtra has submitted to the Exchange, the financial results for the period ended March 31, 2017.",https://nsearchives.nseindia.com/corporate/March2017Results_04052017140027.zip
24-Mar-2017 17:01:00,Outcome of Board Meeting,"Bank of Maharashtra has informed the Exchange regarding outcome of meeting of the Board of Directors of the Company held on March 24, 2017.",https://nsearchives.nseindia.com/corporate/BMOutcome_24032017170102_228.zip
31-Jan-2017 15:53:34,Financial Result Updates,"Bank of Maharashtra has submitted to the Exchange, the financial results for the period ended December 31, 2016.",https://nsearchives.nseindia.com/corporate/ResultsDec2016_31012017155334.zip
05-Nov-2016 16:38:33,Financial Result Updates,"Bank of Maharashtra has submitted to the Exchange, the financial results for the period ended September 30, 2016.",https://nsearchives.nseindia.com/corporate/Septresults2016_05112016163833.zip
12-Aug-2016 19:03:04,Financial Result Updates,"Bank of Maharashtra has submitted to the Exchange the standalone financial results along with the Limited Review Report for the period ended June 30, 2016.",https://nsearchives.nseindia.com/corporate/MAHABANK_12082016190304.zip
12-May-2016 16:48:03,Financial Result Updates,Bank of Maharashtra has submitted to the Exchange the standalone financial results along with the Auditors Report for the period ended 31-Mar-2016.,https://nsearchives.nseindia.com/corporate/Results2016_12052016164803.zip
12-May-2016 15:29:59,Financial Result Updates,"Bank of Maharashtra has submitted to the Exchange the standalone & consolidated financial results along with the Auditors Report for the period ended March 31, 2016.",https://nsearchives.nseindia.com/corporate/MAHABANK_12052016152959.zip
10-Feb-2016 14:23:07,Financial Result Updates,"Bank of Maharashtra has submitted to the Exchange the standalone financial results along with the Limited Review Report for the period ended December 31, 2015.",https://nsearchives.nseindia.com/corporate/Mahabank_10022016142307.zip
04-Nov-2015 16:57:55,Financial Result Updates,Bank of Maharashtra has submitted to the exchange the standalone financial results along with the Limited Review Report for the period ended 30-Sep-2015.,https://nsearchives.nseindia.com/corporate/MAHABANK_result_04112015165755.zip
01-Sep-2015 17:19:00,Outcome of Board Meeting,"Bank of Maharashtra has informed the Exchange that the Board in its meeting held on September 01, 2015 had inter-alia considered and approved the proposal of raising of equity capital upto Rs. 394/- Crore (Rupees Three Hundred and Ninety Four Crore only) by way of Preferential Allotment in favour of Government of India.",https://nsearchives.nseindia.com/corporate/BM_Outcome_01092015171954_683.zip
13-Aug-2015 09:05:19,Financial Result Updates,Bank of Maharashtra has submitted to the exchange the standalone financial results along with the Limited Review Report for the period ended 30-Jun-2015.,https://nsearchives.nseindia.com/corporate/bank_13082015090519.zip
14-May-2015 21:34:00,Outcome of Board Meeting,"Bank of Maharashtra has informed the Exchange regarding Outcome of Board Meeting of the Company held on May 14, 2015.",https://nsearchives.nseindia.com/corporate/boardoutcome14may15_05142015213402_1.zip
14-May-2015 15:55:03,Financial Result Updates,Bank of Maharashtra has submitted to the exchange the standalone & consolidated financial results along with the Auditors Report for the period ended 31-Mar-2015.,https://nsearchives.nseindia.com/corporate/MAHBANK_31DEC_05142015155502_.zip
13-Feb-2015 17:39:02,Financial Result Updates,Bank of Maharashtra has submitted to the exchange the standalone financial results for the period ended 31-Dec-2014.,https://nsearchives.nseindia.com/corporate/MAHABANK_02132015173902_.zip
07-Nov-2014 15:59:04,Financial Result Updates,Bank of Maharashtra has submitted to the exchange the standalone financial results along with the Limited Review Report for the period ended 30-Sep-2014.,https://nsearchives.nseindia.com/corporate/MAHABANK_30Sep14_S_11072014155901_.zip
06-Aug-2014 20:52:00,Outcome of Board Meeting,"Bank of Maharashtra has informed the Exchange that the meeting of Board of Directors was held on August 2, 2014, in which it is decided to fill in the post of second Shareholder Director on the Board of the Bank. The Board has authorised the Chairman to convene the Extraordinary General Meeting.",-
04-Aug-2014 09:11:02,Financial Result Updates,Bank of Maharashtra has submitted to the exchange the standalone financial results along with the Limited Review Report for the period ended 30-Jun-2014.,https://nsearchives.nseindia.com/corporate/MAHABANK_30June14_S_08042014091101_.zip
13-May-2014 14:44:00,Outcome of Board Meeting,"Bank of Maharashtra has informed the Exchange regarding a Outcome of Board meeting of the Company held on May 13, 2014.",https://nsearchives.nseindia.com/corporate/BANKMAH_OBM_05132014144002_.zip
13-May-2014 14:44:00,Outcome of Board Meeting,Bank of Maharashtra has informed the Exchange that the Board of Directors of the Bank has recommended Interim Dividend of Re. 1/- per share (10%) as Final Dividend for the FY 2013-14.,-
13-May-2014 14:19:03,Financial Result Updates,Bank of Maharashtra has submitted to the exchange the standalone & consolidated financial results for the period ended 31-Mar-2014.,https://nsearchives.nseindia.com/corporate/MAHABANK_31Mar14_B_05132014141901_.zip
09-May-2014 09:36:00,Results/Others,"The Company had informed the Exchange regarding a Board Meeting to be held on May 13, 2014 inter-alia: 1) To consider and to approve the audited Financial Results of the Bank for the quarter/year ended March 31, 2014. 2) To recommend final dividend, if any, for the FY 2013-14. Further, the trading window will remain closed for the Directors and Designated employees of the Bank from May 05, 2014 to May 14, 2014 and will reopen on May 15, 2014, In compliance with SEBI(Prohibition of Insider trading) Regulations 1992. The Company has now informed that in the aforesaid meeting, the Boad will also consider the matter of conversion of PNCPS of Rs 588 Crore held by Government of India into equity shares. (Purpose Revised)",https://nsearchives.nseindia.com/corporate/PNCPSTOCK_05092014093602_1.zip
31-Jan-2014 16:59:02,Financial Result Updates,Bank of Maharashtra has submitted to the exchange the standalone financial results for the period ended 31-dec-2013.,https://nsearchives.nseindia.com/corporate/MAHABANK_31dec2013_S_01312014165902_.zip
29-Oct-2013 13:59:02,Financial Result Updates,Bank of Maharashtra has submitted to the exchange the standalone financial results for the period ended 30-Sep-2013.,https://nsearchives.nseindia.com/corporate/MAHABANK_30SEP2013_S_10292013135901_.zip
02-Aug-2013 14:58:27,Financial Result Updates,"Bank of Maharashtra has submitted to the Exchange the Standalone Financial Results along with the Limited Review Report for the period ended June 30,2013.",https://nsearchives.nseindia.com/corporate/MAHABANK_30JUN2013_S_Q1.zip
