bm_date,bm_purpose,bm_desc,attachment
19-Jan-2022 18:10:11,Outcome of Board Meeting,"Larsen & Toubro Infotech Limited has informed the Exchange regarding  Board meeting held on January 19, 2022.",https://nsearchives.nseindia.com/corporate/LTI_19012022181011_BoardMeetingOutcome.pdf
18-Oct-2021 18:31:02,Financial Result Updates,"Larsen & Toubro Infotech Limited has submitted to the Exchange, the financial results for the period ended September 30, 2021.",https://nsearchives.nseindia.com/corporate/1OutcomeFinancials_18102021183102.pdf
15-Jul-2021 18:15:14,Financial Result Updates,"Larsen & Toubro Infotech Limited has submitted to the Exchange, the financial results for the period ended June 30, 2021.",https://nsearchives.nseindia.com/corporate/OutcomeSigned_15072021181514.pdf
04-May-2021 18:40:34,Financial Result Updates,"Larsen & Toubro Infotech Limited has submitted to the Exchange, the financial results for the period ended March 31, 2021.",https://nsearchives.nseindia.com/corporate/OutcomeSigned_04052021184034.pdf
19-Jan-2021 19:41:04,Financial Result Updates,"Larsen & Toubro Infotech Limited has submitted to the Exchange, the financial results for the period ended December 31, 2020.",https://nsearchives.nseindia.com/corporate/OutcomeSigned_19012021194104.zip
20-Oct-2020 19:57:21,Financial Result Updates,"Larsen & Toubro Infotech Limited has submitted to the Exchange, the financial results for the period ended September 30, 2020.",https://nsearchives.nseindia.com/corporate/BMOUTCOME_20102020195721.zip
15-Jul-2020 20:19:59,Financial Result Updates,"Larsen & Toubro Infotech Limited has submitted to the Exchange, the financial results for the period ended June 30, 2020.",https://nsearchives.nseindia.com/corporate/0_OutcomeIntimationsigned_15072020201959.zip
19-May-2020 19:10:19,Financial Result Updates,"Larsen & Toubro Infotech Limited has submitted to the Exchange, the financial results for the period ended March 31, 2020.",https://nsearchives.nseindia.com/corporate/Outcomesigned_19052020191019.zip
15-Jan-2020 11:53:55,Financial Result Updates,"Larsen & Toubro Infotech Limited has submitted to the Exchange, the financial results for the period ended December 31, 2019.",https://nsearchives.nseindia.com/corporate/OutcomeQ3FY20_15012020115355.zip
17-Oct-2019 18:45:00,Outcome of Board Meeting,"Larsen & Toubro Infotech Limited has informed the Exchange regarding Outcome of Board meeting held on October 17, 2019.",https://nsearchives.nseindia.com/corporate/listcontract1_17102019183700_LTI_outcome_dividend_198.pdf
17-Oct-2019 18:10:19,Financial Result Updates,"Larsen & Toubro Infotech Limited has submitted to the Exchange, the financial results for the period ended September 30, 2019.",https://nsearchives.nseindia.com/corporate/Outcome_Q2FY20__17102019181019.zip
18-Jul-2019 19:22:00,Outcome of Board Meeting,"Larsen & Toubro Infotech Limited has informed the Exchange regarding  Board meeting held on July 18, 2019.",https://nsearchives.nseindia.com/corporate/listcontract3_18072019191541_larsen_outcome_387.pdf
18-Jul-2019 17:59:19,Financial Result Updates,"Larsen & Toubro Infotech Limited has submitted to the Exchange, the financial results for the period ended June 30, 2019.",https://nsearchives.nseindia.com/corporate/Outcome_18072019175919.zip
02-May-2019 18:06:49,Financial Result Updates,"Larsen & Toubro Infotech Limited has submitted to the Exchange, the financial results for the period ended March 31, 2019.",https://nsearchives.nseindia.com/corporate/Outcome_02052019180649.zip
21-Jan-2019 08:38:00,Outcome of Board Meeting,"Larsen & Toubro Infotech Limited has informed the Exchange regarding Outcome of Board Meeting held on January 18, 2019.",https://nsearchives.nseindia.com/corporate/listcontract3_18012019201732_LTI_outcome_012.pdf
18-Jan-2019 13:53:54,Financial Result Updates,"Larsen & Toubro Infotech Limited has submitted to the Exchange, the financial results for the period ended December 31, 2018.",https://nsearchives.nseindia.com/corporate/Intimation_18012019135354.zip
24-Oct-2018 16:52:17,Financial Result Updates,"Larsen & Toubro Infotech Limited has submitted to the Exchange, the financial results for the period ended September 30, 2018.",https://nsearchives.nseindia.com/corporate/Outcome_24102018165217.zip
23-Jul-2018 18:49:00,Outcome of Board Meeting,"Larsen & Toubro Infotech Limited has informed the Exchange regarding Outcome of Board Meeting held on July 23, 2018.",https://nsearchives.nseindia.com/corporate/LTI_outcome_23072018184907.zip
23-Jul-2018 18:03:44,Financial Result Updates,"Larsen & Toubro Infotech Limited has submitted to the Exchange, the financial results for the period ended June 30, 2018.",https://nsearchives.nseindia.com/corporate/Outcome_23072018180344.zip
23-May-2018 16:26:59,Financial Result Updates,"Larsen & Toubro Infotech Limited has submitted to the Exchange, the financial results for the period ended March 31, 2018.",https://nsearchives.nseindia.com/corporate/Outcome_23052018162659.zip
24-Jan-2018 16:05:46,Financial Result Updates,"Larsen & Toubro Infotech Limited has submitted to the Exchange, the financial results for the period ended December 31, 2017.",https://nsearchives.nseindia.com/corporate/BMOutcome_24012018160546.zip
06-Nov-2017 16:53:28,Financial Result Updates,"Larsen & Toubro Infotech Limited has submitted to the Exchange, the financial results for the period ended September 30, 2017.",https://nsearchives.nseindia.com/corporate/LTIFinancials_06112017165328.zip
24-Jul-2017 16:31:10,Financial Result Updates,"Larsen & Toubro Infotech Limited has submitted to the Exchange, the financial results for the period ended June 30, 2017.",https://nsearchives.nseindia.com/corporate/Results_24072017163110.zip
05-May-2017 13:06:00,Outcome of Board Meeting,"Larsen & Toubro Infotech Limited has informed the Exchange regarding Outcome of Board Meeting held on May 04, 2017.The Board of Directors of Larsen & Toubro Infotech Limited ( Company ) at its meeting held on May 4, 2017, has considered and approved a Scheme of Amalgamation for merger of AugmentIQ Data Sciences Private Limited, a Wholly-owned Subsidiary of the Company, with the Company under Section 230-232 of the Companies Act, 2013 ( Scheme ).The Scheme is subject to necessary statutory and regulatory approvals including the approvals of National Company Law Tribunal, the respective Shareholders and Creditors, if any, of each of the companies involved in the Scheme.",https://nsearchives.nseindia.com/corporate/Amalgamation_outcome_05052017130658_053.zip
04-May-2017 16:40:48,Financial Result Updates,"Larsen & Toubro Infotech Limited has submitted to the Exchange, the financial results for the period ended March 31, 2017.",https://nsearchives.nseindia.com/corporate/LTI_Results_04052017164048.zip
04-May-2017 16:05:00,Outcome of Board Meeting,"Larsen & Toubro Infotech Limited has informed the Exchange regarding the Outcome of Board Meeting of the Company held on May 04 , 2017, along with Press Release.",https://nsearchives.nseindia.com/corporate/Outcome_04052017160551_697.zip
23-Jan-2017 18:01:45,Financial Result Updates,"Larsen & Toubro Infotech Limited has submitted to the Exchange, the financial results for the period ended December 31, 2016.",https://nsearchives.nseindia.com/corporate/LTIQ3FY17FinancialResults_23012017180145.zip
10-Nov-2016 10:05:00,Outcome of Board Meeting,"Larsen & Toubro Infotech Limited has informed the Exchange regarding outcome of meeting of the Board of Directors of the Company held on November 09, 2016.",https://nsearchives.nseindia.com/corporate/LTI_10112016100536.zip
09-Nov-2016 16:29:37,Financial Result Updates,"Larsen & Toubro Infotech Limited has submitted to the Exchange, the financial results for the period ended September 30, 2016.",https://nsearchives.nseindia.com/corporate/BMIntimation_09112016162937.zip
28-Jul-2016 17:51:42,Financial Result Updates,"Larsen & Toubro Infotech Limited has submitted to the Exchange the standalone & consolidated financial results along with the Limited Review Report for the period ended June 30, 2016.",https://nsearchives.nseindia.com/corporate/LTInfotechFinancials_28072016175142.zip
